75-289,6,19.218349,1.456205,0.327145,-9.53217e-03,-3.10962e-02
75-290,6,19.386955,1.383531,0.392430,-2.55495e-02,-7.83210e-02
75-291,6,19.419069,1.486938,0.486924,-1.50878e-02,-3.00506e-02
75-292,6,18.627546,1.400759,0.697307,4.75460e-04,-6.00355e-02
75-294,6,19.514954,1.456911,0.242911,1.92505e-02,-3.64365e-02
75-295,6,18.815014,1.391973,0.974335,1.94178e-02,-6.06042e-03
75-299,6,17.476694,1.393185,6.715792,-1.36268e-02,-5.23968e-02
75-302,6,17.755289,1.369318,3.226536,9.90822e-03,-1.89913e-02
75-303,6,19.802835,1.361843,0.159442,5.05946e-02,-4.47363e-02
75-309,6,15.899746,1.390713,36.141247,1.05551e-02,-5.06942e-02
75-310,6,17.932306,1.434338,1.176495,2.95209e-02,-2.49542e-02
75-312,6,19.284880,1.419218,0.133734,4.09030e-02,-4.72339e-02
75-319,6,18.326017,1.421891,1.299419,2.06698e-02,-2.78833e-02
75-322,6,18.039652,1.394534,3.435869,8.48194e-03,-5.60395e-02
75-324,6,19.217880,1.416234,0.204530,4.76456e-02,-3.46019e-02
75-327,6,17.125444,1.418647,3.656094,4.96494e-02,-4.10785e-02
75-331,6,19.058422,1.401776,0.126617,2.05869e-02,-7.89889e-02
75-332,6,19.162966,1.411694,0.179033,2.04836e-02,-9.00488e-02
75-333,6,19.092838,1.448782,0.175849,3.58005e-02,-2.92085e-02
75-334,6,18.775980,1.419960,0.515897,2.38733e-02,-4.47768e-02
75-335,6,18.411974,1.418087,0.312723,7.51345e-02,-9.67096e-03
75-338,6,16.086304,1.420806,9.317454,5.02167e-02,-3.43064e-02
75-341,6,16.890739,1.405052,1.951959,4.63558e-02,-4.74941e-02
75-342,3,22.532402,2.970168,0.007708,-1.85933e-02,2.37076e-01
75-343,6,18.784109,1.446659,0.122938,5.89130e-02,-3.22450e-02
75-344,6,18.247221,1.397859,0.315853,3.54101e-02,-2.99597e-02
75-346,6,19.466797,1.370274,0.132392,7.10577e-02,2.89746e-03
75-348,6,17.651577,1.408249,2.031109,8.15846e-02,-1.31266e-02
75-355,3,20.770412,2.970168,-0.080383,-1.38308e-01,3.85941e-01
75-360,6,18.307051,1.376402,0.402360,2.75239e-02,-4.92689e-02
75-368,6,19.356846,1.380870,0.201867,6.92613e-02,-3.18641e-03
75-370,6,18.899487,1.387282,0.252748,9.71965e-02,-6.45685e-03
75-371,6,18.926044,1.418936,0.188067,5.66971e-02,-3.39570e-02
75-372,6,19.970047,1.328907,0.068529,7.16321e-02,-2.77551e-02
75-375,6,19.757938,1.393957,0.057324,9.74902e-02,-5.83285e-03
75-378,6,17.714886,1.358276,0.833786,4.43664e-02,-2.64660e-02
75-380,6,18.610329,1.367674,0.194325,6.39973e-02,-1.60592e-02
75-382,6,18.853638,1.345431,0.597563,2.78935e-02,-6.16067e-02
75-384,6,19.893831,1.459195,0.137993,4.89161e-02,-3.77296e-02
75-386,6,18.408930,1.365312,0.381165,6.97955e-02,-1.36155e-02
75-388,6,17.444033,1.409158,1.064723,6.51526e-02,1.02907e-04
75-390,6,19.214560,1.402139,0.133740,4.52297e-02,-1.46480e-02
75-391,6,19.422480,1.409826,0.179039,3.04298e-02,4.10274e-02
75-397,6,19.317118,1.346596,0.974342,8.43457e-02,-1.18361e-02
75-399,6,17.957102,1.329996,2.149626,2.59530e-02,-2.96148e-02
75-400,6,19.136110,1.356910,0.293555,4.03794e-02,-5.27726e-02
75-405,6,19.189716,1.345199,0.198339,1.43037e-02,-2.90914e-02
75-407,6,18.331728,1.378299,0.410009,4.00800e-02,-5.27215e-02
75-412,3,20.300688,1.809665,0.017236,4.38321e-02,1.33678e-01
75-415,6,19.912704,1.451509,0.233212,1.98666e-02,-7.36965e-02
75-419,3,20.720486,2.277350,0.030698,-4.74410e-02,-1.54903e-03
75-420,6,19.537441,1.402884,0.064664,5.13106e-02,-2.99183e-02
75-427,6,19.815680,1.406419,0.047565,7.76165e-02,-3.77224e-02
75-428,6,19.537777,1.405507,0.156288,4.43740e-02,5.72115e-03
75-429,6,19.964148,1.501280,0.084852,1.80398e-02,-8.46649e-02
75-430,6,19.638523,1.407922,0.076991,3.98728e-02,-4.08630e-02
75-431,6,19.619783,1.431321,0.082379,3.72859e-02,-6.06889e-02
75-440,6,19.551683,1.408171,0.336520,1.25312e-02,-3.34987e-02
75-444,3,20.438343,2.228849,-0.002572,-2.19422e-01,1.11479e-01
75-452,3,20.639111,3.223097,0.033353,1.74383e-01,-2.46433e-01
75-453,3,21.052301,2.622502,-0.005502,-2.51129e-01,9.50237e-02
75-454,3,21.690159,2.970168,-0.020753,-2.11055e-01,-1.31061e-01
75-455,6,19.856823,1.380444,0.057699,2.74047e-02,-1.71036e-02
75-459,3,21.024469,2.645090,-0.000130,-3.33111e-02,1.90157e-01
75-463,3,20.191292,2.524620,0.095341,1.35584e-01,2.29462e-01
75-470,6,19.767912,1.332307,0.144387,5.73522e-02,-1.75944e-02
75-472,6,19.767719,1.352133,0.160069,3.65550e-03,-5.25304e-02
75-474,6,19.919004,1.329979,0.080272,4.68442e-02,-7.64109e-03
75-475,6,19.613272,1.338024,0.119564,5.33076e-02,-2.79334e-02
75-509,3,20.965811,2.565160,-0.008485,-1.48403e-01,1.76499e-01
75-514,3,20.582470,3.907614,-0.013085,4.53329e-01,5.23426e-01
75-515,3,20.886797,1.927906,-0.037189,5.42136e-02,-1.00219e-02
75-516,3,20.228497,3.748185,0.223602,6.86977e-01,-2.17751e-01
75-517,3,21.270151,1.257325,0.018254,5.51245e-02,-1.18949e-01
75-519,3,20.727724,2.662845,-0.018027,-8.51187e-02,1.75871e-02
75-521,3,25.901379,2.970168,-0.005020,?,?
75-524,3,21.231993,3.501717,0.044768,1.70865e-01,8.61714e-02
75-527,3,20.594877,1.528098,0.047787,-4.74478e-02,-5.89931e-02
75-530,3,20.755157,2.739406,-0.005663,-4.25089e-01,3.44743e-02
75-534,3,21.308233,2.284607,-0.043967,-1.22983e-01,-2.65706e-01
75-535,3,20.638103,1.879556,-0.055889,1.00033e-01,1.34392e-01
75-536,3,21.191668,1.895009,-0.038847,-3.97953e-02,-9.49625e-02
75-540,3,21.429983,2.382761,-0.049483,1.01888e-01,-3.00285e-01
75-541,3,21.287687,2.444172,-0.002531,8.88182e-02,1.21654e-01
75-542,3,21.407383,1.420273,-0.072326,-2.00595e-01,1.68510e-01
75-544,3,21.209442,1.879238,-0.062991,1.32107e-01,-2.39359e-01
75-548,3,22.389164,1.478331,0.007281,1.74186e-01,6.69836e-02
75-550,3,21.216497,2.570078,-0.027485,-1.65375e-01,6.82704e-03
75-554,3,22.309439,1.573522,-0.061832,1.62472e-01,-3.36708e-01
75-555,3,20.689461,5.169718,0.099798,-1.16852e-01,-4.89018e-02
75-556,3,20.492033,3.365651,0.109037,-3.76460e-01,1.64543e-01
75-557,3,21.767960,1.569577,0.014194,8.57929e-02,8.72041e-03
75-565,3,22.621202,2.970168,-0.078074,-1.56751e-01,-3.36676e-01
75-567,3,21.257717,2.848236,-0.042073,-7.71554e-02,-6.67242e-02
75-570,3,22.023983,1.691426,0.012284,1.33200e-01,-1.38913e-02
75-581,3,22.678661,2.970168,0.009114,-4.60132e-01,1.06237e-01
75-582,3,23.238794,2.970168,-0.067761,?,?
75-584,3,21.531557,2.260658,-0.066555,-4.52484e-01,4.50777e-01
75-587,3,21.633352,2.298384,-0.023002,-2.65567e-01,4.01776e-01
75-588,3,22.858519,2.970168,-0.053078,4.73615e-02,3.07368e-02
75-592,3,22.825222,1.084309,0.004400,-4.01092e-01,-1.72250e-01
75-594,3,21.968868,2.222364,-0.077665,-3.34758e-01,-4.99915e-01
75-595,3,21.528555,2.537343,-0.012460,-7.08170e-02,-1.20650e-01
75-596,3,22.496729,2.970168,-0.033468,2.97347e-01,6.70891e-02
75-597,3,22.781260,2.970168,-0.065612,3.69746e-01,-2.96057e-01
75-599,3,21.965393,2.315607,-0.021143,-6.48195e-02,2.79033e-01
75-600,3,22.330503,2.122588,-0.063689,8.10915e-02,-2.36828e-01
75-601,3,21.831821,1.909174,-0.016351,-8.43418e-02,2.75742e-01
75-602,3,22.345955,1.462786,-0.088839,1.61774e-01,4.42022e-01
75-603,3,21.476974,2.276270,-0.020358,-2.79830e-02,-3.20223e-01
75-605,3,21.788080,1.885124,-0.041055,3.31650e-02,-1.20579e-01
75-607,3,21.747204,1.499348,-0.036268,-1.21989e-01,1.36605e-01
75-608,3,22.301739,2.970168,-0.042455,2.15564e-02,-4.30462e-01
75-609,3,22.180693,2.287560,-0.031822,-2.42052e-01,2.35392e-01
75-610,3,23.404234,2.970168,-0.059876,2.04850e-01,9.74012e-01
75-611,3,21.957975,2.431326,-0.046010,3.60411e-01,-3.97898e-03
75-612,3,21.603426,1.442599,0.029194,-8.04666e-02,-1.02168e-02
75-618,3,23.469429,2.970168,-0.068657,-7.00210e-02,7.76073e-02
75-619,3,21.910019,2.162149,-0.045573,-7.16342e-02,1.95290e-01
75-621,3,22.191448,1.424675,0.012727,-1.92566e-01,2.58462e-01
75-623,3,23.213194,2.970168,-0.051097,3.47974e-01,-4.86589e-01
75-624,3,21.592440,2.157422,-0.022325,5.36604e-02,-3.50795e-01
75-625,3,21.774670,2.024401,-0.049765,-4.02715e-01,4.36300e-01
75-626,3,22.665615,2.970168,-0.063073,-2.36761e-02,-2.82091e-01
75-627,3,22.851826,2.970168,0.002081,5.70920e-01,-1.61511e-01
75-629,3,24.047527,2.970168,-0.037736,1.49017e+00,-2.11868e+00
75-636,3,21.855362,1.555094,-0.039692,-2.73331e-01,3.08368e-01
75-640,3,21.963036,1.549496,0.011544,9.36717e-02,-5.24740e-02
75-641,3,22.784901,2.970168,-0.054902,4.98566e-02,3.62523e-01
75-642,3,22.086130,2.334674,-0.044192,-4.24938e-01,-2.28446e-01
75-646,3,23.220642,2.970168,-0.061051,6.51007e-01,-5.00497e-01
75-648,3,21.032639,2.497383,-0.018067,1.44401e-01,-7.17434e-02
75-651,3,21.460228,2.496433,-0.066335,5.10640e-01,-1.03539e-01
75-653,3,22.184940,2.641035,-0.028782,1.48984e-01,-2.42225e-01
75-655,3,20.987144,1.779730,0.008524,6.52712e-02,-3.85484e-02
75-657,3,22.886545,7.359693,-0.064339,4.97296e-01,-6.60123e-01
75-658,3,22.182383,2.970168,-0.035758,1.19787e-01,1.64690e-01
75-661,3,22.516899,1.523111,0.023541,3.68508e-01,-2.69530e-01
75-662,3,22.075031,1.937786,-0.059264,-2.61943e-01,1.14927e-01
75-665,3,21.954988,2.192462,-0.026569,-2.51709e-01,-1.32948e-02
75-666,3,21.639130,1.678952,-0.080876,2.72062e-01,9.88559e-02
75-667,3,23.139095,1.386889,0.017632,-3.61476e-01,-4.04991e-01
75-668,3,22.230120,3.365314,-0.076428,2.54267e-01,-3.05477e-01
75-671,3,21.753704,1.481833,0.027209,1.24694e-01,-6.21654e-02
75-672,3,21.336283,2.676115,-0.019570,9.79999e-02,1.10408e-01
75-673,3,22.788504,1.714310,0.012215,-5.73824e-01,3.04231e-01
75-676,3,21.955803,2.970168,-0.033411,-6.26001e-01,-4.31803e-01
75-678,3,22.223013,2.189081,-0.073436,1.02763e-01,3.13553e-01
75-680,3,21.623835,3.553927,0.015105,1.15011e-01,-1.43971e-01
75-681,3,22.871710,2.970168,-0.058885,-1.86773e-01,2.00208e-01
75-682,3,22.811777,1.222702,0.005839,5.17637e-01,-5.51672e-01
75-683,3,21.192747,2.241206,-0.028195,1.07186e-01,-3.60678e-01
75-686,3,22.711182,2.970168,0.002491,-1.17277e-02,9.65519e-02
75-690,3,20.939905,2.743698,-0.005169,2.09602e-01,2.17647e-01
75-692,3,23.205811,2.970168,0.002420,?,?
75-693,3,20.746197,2.757421,-0.003025,1.12003e-01,-1.06646e-01
75-696,3,20.880360,1.927160,-0.042795,4.07778e-03,-7.33900e-02
75-697,3,22.351690,2.424629,-0.039649,3.54201e-01,1.31128e-01
75-698,3,20.948797,1.992505,0.007899,-2.54420e-01,-9.52379e-02
75-700,3,21.975910,2.340883,-0.084011,-4.18138e-01,-5.08768e-01
75-701,3,21.808119,2.150112,-0.064218,-4.20235e-01,3.04511e-01
75-702,3,22.792110,2.970168,0.010485,-4.58854e-02,1.74831e-02
75-705,3,22.306894,1.675824,0.007837,-6.85601e-02,1.08278e-01
75-706,3,20.811104,2.164898,-0.018823,1.57335e-01,-3.49114e-02
75-707,3,22.227596,1.786759,-0.034739,-2.83601e-01,-5.35205e-01
75-710,3,21.830696,2.940620,-0.039158,4.38502e-01,-4.98369e-01
75-711,3,21.781130,1.670811,-0.035850,-2.76192e-01,8.50480e-03
75-712,3,21.528919,1.793534,-0.043453,2.81520e-01,-2.88685e-01
75-716,3,21.256208,2.278424,-0.025851,-3.29046e-01,-1.67453e-01
75-717,3,21.216232,1.923800,-0.014458,2.26240e-01,-7.96547e-02
75-718,3,20.821070,1.845692,0.014815,8.23428e-02,-1.71337e-01
75-721,3,21.417406,1.955197,-0.017616,-1.13834e-02,7.33234e-02
75-722,3,21.797377,2.912659,-0.051653,3.15413e-01,-3.57097e-03
75-723,3,22.473665,2.970168,0.024993,2.82055e-01,1.23647e-01
75-724,3,20.288145,2.407690,0.006461,1.96313e-01,2.92187e-02
75-725,3,21.173067,2.054180,0.015287,4.21363e-02,-4.03381e-01
75-726,3,21.170158,2.510761,-0.007210,-2.41128e-01,2.02168e-01
75-727,3,21.241575,2.238477,-0.010797,-3.75140e-01,1.41305e-01
75-731,3,22.121309,1.433861,0.010138,6.78426e-02,-1.29383e-01
75-732,3,22.198759,1.902567,-0.032309,3.78093e-01,1.64483e+00
75-733,3,21.226299,2.010221,-0.050325,8.37183e-02,-9.10298e-02
75-735,3,21.827772,1.458991,-0.064779,-3.13059e-01,1.76061e-01
75-740,3,21.377844,1.819156,-0.031067,-7.17850e-02,1.58106e-01
75-743,3,21.469950,2.599797,-0.037014,5.70381e-01,-5.66188e-02
75-745,3,20.440025,1.989571,-0.015934,4.55098e-01,-7.12728e-02
75-746,3,21.723166,1.996913,-0.041988,1.28151e-01,3.14228e-01
75-748,3,21.440098,2.687474,-0.021337,4.66633e-01,-1.53898e-01
75-750,3,22.194300,1.812024,-0.036435,7.32490e-01,-4.93271e-01
75-751,3,22.934519,2.970168,-0.069164,-4.22317e-01,1.08463e+00
75-755,3,20.832605,2.179265,-0.019432,3.75064e-02,5.26824e-02
75-758,3,21.016207,2.704968,-0.018326,1.27618e-01,1.23536e-01
75-760,3,21.031763,1.693914,-0.033909,7.13240e-02,4.90432e-02
75-761,3,21.107576,2.042920,-0.020558,1.00068e-01,3.74132e-01
75-764,3,22.504667,2.970168,-0.027493,4.17873e-01,2.41564e-01
75-765,3,21.637793,1.922535,0.011654,3.02944e-01,-2.66508e-01
75-773,3,22.635050,2.970168,-0.026931,-2.03327e-01,-1.67915e-01
75-775,3,21.066389,2.081403,0.008103,-3.57514e-02,-1.74321e-01
75-776,3,21.896307,7.359693,-0.047880,-2.48734e-01,-1.02043e-01
75-780,3,22.417971,2.970168,-0.063212,-1.92839e-01,1.58980e-01
75-781,3,22.327686,2.326583,-0.032467,-2.71319e-01,-6.18791e-02
75-783,3,22.125736,1.460349,-0.094174,2.98072e-02,2.94226e-01
75-791,3,23.590219,2.970168,0.005594,-7.01109e-02,-9.93753e-01
75-792,3,23.021862,1.105631,0.005977,1.53621e-01,-4.05634e-01
75-794,3,22.550333,1.388219,0.009441,1.68468e-01,8.36252e-01
75-800,3,23.660845,2.970168,0.004682,-4.64767e-01,3.99870e+00
75-801,3,21.772869,1.904555,-0.033091,1.77156e-01,-9.34203e-02
75-802,3,22.032106,1.462872,-0.049182,-2.30702e-01,2.00122e-02
75-804,3,22.545364,2.970168,-0.066557,?,?
75-806,3,21.749603,1.741339,-0.042871,-3.44939e-01,-5.25558e-02
75-809,3,21.231129,7.359693,0.054979,2.80900e-01,5.24528e-03
75-811,3,22.431627,2.276549,-0.045975,2.29922e-01,-8.26044e-02
75-813,3,22.046528,2.477759,-0.019723,-3.81045e-01,-3.99524e-01
75-814,3,22.149046,1.590324,-0.060490,1.78106e-01,3.69482e-02
75-815,3,22.210859,2.780591,-0.054250,7.61108e-01,1.22072e-01
75-817,3,22.771509,2.970168,-0.045334,6.08710e-01,4.67696e-01
75-819,3,22.217777,2.492528,-0.055438,-2.72307e-02,3.67718e-01
75-820,3,22.202820,2.168254,-0.034219,4.75380e-01,-1.56105e-02
75-821,3,22.636528,1.829432,-0.054180,-4.14944e-01,-1.67262e-01
75-822,3,22.625456,2.970168,-0.020055,7.88982e-01,1.18390e-01
75-824,3,21.471458,7.359693,-0.054792,-1.05219e-01,3.57237e-02
75-828,3,22.765945,2.970168,-0.037176,1.34797e+00,-8.14700e-01
75-829,3,22.067177,1.531579,-0.020565,3.66660e-01,-8.65938e-03
75-830,3,22.352139,1.708787,-0.043409,9.88500e-02,-8.32351e-02
75-832,3,22.657415,1.870708,-0.001525,-7.45476e-01,-2.62421e-01
75-833,3,22.726978,2.970168,-0.065064,?,?
75-839,3,21.740324,1.558661,-0.039111,1.96875e-01,2.36968e-01
75-841,3,22.341883,2.444077,-0.030776,1.15995e-01,4.42885e-01
75-844,3,22.436714,1.902331,-0.048771,-4.86380e-01,-1.19066e-01
75-845,3,22.860962,2.970168,0.010934,-2.36151e-01,-8.14115e-02
75-846,3,23.781494,2.970168,-0.073736,9.57244e+00,-7.47370e+00
75-848,3,22.579697,2.970168,0.004116,-3.82288e-01,-5.25140e-02
75-854,3,21.952965,2.396138,-0.050260,4.55030e-02,-4.66266e-01
75-857,3,22.928616,1.288436,0.007360,-2.67624e-01,-6.92050e-02
75-858,3,22.194046,1.672532,-0.050683,3.68147e-02,5.76734e-01
75-860,3,22.020033,1.856000,-0.045759,-1.50296e-01,2.61996e-01
75-861,3,22.173454,1.323699,0.026940,1.16285e-01,8.31210e-02
75-862,3,22.450487,1.583515,0.016708,-3.57532e-01,8.34512e-02
75-864,3,22.538549,2.970168,0.038518,-7.29414e-01,-1.45325e-01
75-865,3,21.584745,1.955055,0.040836,2.54936e-01,6.79869e-02
75-867,3,22.295341,1.323749,0.017262,-2.11417e-01,-4.37889e-02
75-871,3,22.501894,2.970168,-0.051487,-1.47717e-01,-4.55452e-01
75-873,3,23.716375,2.970168,0.006160,-2.59429e-02,-3.71495e-01
75-874,3,22.233807,2.366076,-0.047152,-9.00285e-02,-2.91030e-02
75-878,3,22.521214,2.970168,-0.033251,-6.29624e-01,1.10004e-01
75-879,3,22.049978,1.574371,-0.061883,6.06479e-02,1.99085e-01
75-880,3,23.234446,1.857824,0.011452,-2.16122e-01,-7.19126e-02
75-881,3,22.808352,2.970168,0.003608,1.20329e-01,1.84683e-01
75-882,3,20.823305,2.517786,-0.027526,-6.59744e-02,4.41496e-02
75-884,3,21.202135,2.341956,-0.009526,-9.79313e-02,-1.43349e-02
75-888,3,22.885323,7.359693,-0.059412,2.34843e-01,-4.34250e-01
75-894,3,22.558969,1.807378,-0.039536,3.35904e-01,-1.76741e-01
75-895,3,22.131538,2.241522,-0.068945,2.47109e-01,-2.03154e-01
75-896,3,22.307053,1.793398,-0.037892,3.56441e-02,-7.70977e-02
75-906,3,22.843502,0.950840,-0.068831,-5.87545e-01,-1.93699e-01
75-907,3,22.792763,2.970168,-0.031987,-2.10466e-01,3.63990e-01
75-908,3,22.386354,2.970168,-0.038916,4.39719e-01,2.01510e-01
75-913,3,21.746674,2.723965,-0.049756,2.50845e-01,-1.93808e-01
75-914,3,22.680405,2.970168,0.015629,-4.50684e-01,-6.28432e-01
75-920,3,22.635332,1.938347,-0.032926,-2.81636e-01,3.59061e-01
75-921,3,22.792255,2.970168,0.007020,-1.82729e-01,-6.47651e-01
75-922,3,22.667919,2.970168,-0.024567,2.73770e-02,3.44225e-01
75-923,3,22.134638,2.175340,-0.055216,3.93571e-01,-1.59524e-01
75-925,3,21.964308,1.843462,-0.035722,-1.88605e-01,-3.62700e-01
75-926,3,22.515785,2.970168,-0.025094,2.20605e-01,-3.54709e-01
75-928,3,22.362473,1.525764,-0.078030,3.73557e-01,-3.04500e-01
75-929,3,22.697891,1.900145,-0.061161,9.99980e-01,1.04978e-03
75-933,3,22.387522,1.764423,-0.043529,-8.69330e-02,4.94509e-01
75-934,3,22.807026,2.970168,0.014826,-5.67209e-01,-4.66829e-01
75-940,3,22.854618,1.028955,0.012556,7.54079e-01,1.67117e-01
75-942,3,22.602682,1.410733,0.007768,-1.13817e-01,-2.91710e-01
75-943,3,22.499315,1.925452,-0.041108,4.62262e-01,4.17648e-01
75-948,3,22.745831,1.251043,0.005204,9.07270e-01,-4.39674e-01
75-950,3,22.735882,2.970168,-0.067509,-3.37342e-01,-6.22897e-01
75-953,3,22.332178,2.750432,-0.036156,6.39923e-01,-1.07725e-01
75-960,3,22.544142,1.608171,0.014103,1.16902e-01,3.72715e-02
75-961,3,22.769325,2.970168,-0.062137,?,?
75-962,3,22.733517,2.970168,-0.076207,4.59176e-01,9.84993e-02
75-965,3,22.403650,2.970168,-0.021716,-1.89327e-01,2.25344e-01
75-968,3,22.284521,1.244528,0.016993,1.72278e-01,-2.45057e-01
75-970,3,22.282179,1.388469,0.015945,3.69642e-02,4.49212e-02
75-976,3,22.212723,1.062692,0.009600,1.43108e-01,-1.60731e-01
75-977,3,21.857283,2.436583,-0.052937,5.18597e-01,-4.58392e-01
75-978,3,22.887943,2.970168,-0.032957,7.72458e-01,3.39827e-02
75-979,3,22.836910,1.915226,-0.045355,-3.44279e-01,-2.75238e-01
75-980,3,22.733454,1.488767,0.010053,-2.24437e-02,-3.56291e-01
75-981,3,22.551342,1.229235,0.013730,9.63107e-01,1.40764e-01
75-982,3,22.824383,2.970168,0.006020,-2.13847e-02,8.66053e-03
75-985,3,22.826097,2.970168,-0.082583,2.44841e-01,-6.58999e-01
75-990,3,22.297409,2.970168,-0.033402,-9.09074e-02,-3.66477e-01
75-991,3,22.296803,1.719880,0.007673,2.53197e-01,-1.32527e-01
75-993,3,22.623970,7.359693,0.005989,4.06371e-01,4.06437e-01
75-994,3,21.581841,2.678626,-0.035064,8.02122e-02,-1.12117e-02
75-997,3,22.807899,2.970168,-0.056907,-4.45220e-02,-2.52546e-01
75-998,3,22.779203,2.970168,0.022180,-1.34643e-03,-5.40465e-01
75-1002,3,22.928074,7.359693,-0.055286,-6.63464e-02,4.45976e-01
75-1003,3,22.540470,2.970168,0.014072,2.18990e-01,-2.18154e-01
75-1004,3,21.846544,2.666527,-0.019009,-3.05079e-02,3.47841e-01
75-1008,3,22.743420,1.408835,0.006410,1.18370e-01,-2.26839e-01
75-1011,3,23.995598,2.970168,-0.044836,-5.08025e-01,6.21822e-01
75-1012,3,22.893000,2.970168,0.004795,-4.80999e-02,8.52755e-02
75-1013,3,22.729403,2.970168,-0.039163,-1.77689e-01,3.20539e-01
75-1016,3,22.122055,1.952977,-0.052023,-5.45812e-02,-3.51169e-02
75-1019,3,22.505249,1.905740,0.007683,7.42543e-03,-7.87224e-01
75-1020,3,22.569511,2.970168,-0.064630,-3.67328e-01,3.26617e-01
75-1021,3,22.657120,2.970168,-0.044733,3.08915e-01,-2.54627e-02
75-1029,3,22.464851,1.532562,-0.008565,1.13425e-01,-2.91823e-01
